App,Category,Type,Content Rating,Genres,Price
Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,0.13,0.0,0.0,0.03,0.0
COPD GOLD 2017,0.13,0.0,0.0,0.03,0.0
Summit Medical Video Visits,0.13,0.0,0.0,0.03,0.0
ExtendedCare Virtual Care Room,0.13,0.0,0.0,0.03,0.0
Lord Fairfax EMS Council,0.13,0.0,0.0,0.03,0.0
MyWoundDoctor - Provider,0.13,0.0,0.0,0.03,0.0
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,0.13,0.0,0.0,0.03,0.0
Warfarin Dose Calculator,0.13,0.0,0.0,0.03,0.0
Renesas PMA,0.13,0.0,0.0,0.03,0.0
Pediatric Nursing,0.13,0.0,0.0,0.03,0.0
Interpret Chest X-Ray With 100 Cases,0.13,0.0,0.0,0.03,0.0
Basics of Orthopaedics,0.13,0.0,0.0,0.03,0.0
4 Paws PH,0.13,0.0,0.0,0.03,0.0
high cholesterol levels,0.13,0.0,0.0,0.03,0.0
Thyroid Nodules,0.13,0.0,0.0,0.03,0.0
Training course: Learn Nursing,0.13,0.0,0.0,0.03,0.0
Familyfirst Messenger,0.13,0.0,0.0,0.03,0.0
14thStreetVet,0.13,0.0,0.0,0.03,0.0
Clinic Doctor EHr,0.13,0.0,0.0,0.03,0.0
OMD Protocols,0.13,0.0,0.0,0.03,0.0
Anthem BC Anywhere,0.13,0.0,0.0,0.03,0.0
My Cancer Coach,0.13,0.0,0.0,0.03,0.0
IHSS Help,0.13,0.0,0.0,0.03,0.0
mobileRx Pharmacy,0.13,0.0,0.0,0.03,0.0
BURST Professionals,0.13,0.0,0.0,0.03,0.0
LactMed,0.13,0.0,0.0,0.03,0.0
Blue CareOnDemand,0.13,0.0,0.0,0.03,0.0
HHS,0.13,0.0,0.0,0.03,0.0
Every disease has a drug without internet,0.13,0.0,0.0,0.03,0.0
PulsePoint AED,0.13,0.0,0.0,0.03,0.0
Deaf Interpreter,0.13,0.0,0.0,0.03,0.0
High Blood Pressure Symptoms,0.13,0.0,0.0,0.03,0.0
MedStar eVisit,0.13,0.0,0.0,0.03,0.0
Blood Pressure(BP) Diary,0.13,0.0,0.0,0.03,0.0
REDCap Mobile App,0.13,0.0,0.0,0.03,0.0
VITAS Hospice Referral App for Healthcare Pros,0.13,0.0,0.0,0.03,0.0
AAFP,0.13,0.0,0.0,0.03,0.0
Airway Ex - Intubate. Anesthetize. Train.,0.13,0.0,0.0,0.03,0.0
myvi by,0.13,0.0,0.0,0.03,0.0
Fever Meter,0.13,0.0,0.0,0.03,0.0
Super Ear Super Hearing,0.13,0.0,0.0,0.03,0.0
Blood Pressure Monitor,0.13,0.0,0.0,0.03,0.0
BELONG Beating Cancer Together,0.13,0.0,0.33,0.03,0.0
BP Journal - Blood Pressure Diary,0.13,0.0,0.0,0.03,0.0
TelaDoc,0.13,0.0,0.0,0.03,0.0
Blood Pressure - Stay Healthy,0.13,0.0,0.0,0.03,0.0
ConnectLine,0.13,0.0,0.0,0.03,0.0
Club,0.13,0.0,0.0,0.03,0.0
Homeopathic Medicine Finder,0.13,0.0,0.0,0.03,0.0
Patient Portal,0.13,0.0,0.0,0.03,0.0
Nemours CareConnect,0.13,0.0,0.0,0.03,0.0
tökr,0.13,0.0,0.0,0.03,0.0
Low Blood Pressure Symptoms,0.13,0.0,0.0,0.03,0.0
PatientPORTAL by InteliChart,0.13,0.0,0.0,0.03,0.0
Hypertension High blood pressure,0.13,0.0,0.0,0.03,0.0
Fever Care,0.13,0.0,0.0,0.03,0.0
Facebook,0.55,0.0,0.33,0.16,0.0
Instagram,0.55,0.0,0.33,0.16,0.0
Facebook Lite,0.55,0.0,0.33,0.16,0.0
"Messages, Text and Video Chat for Messenger",0.55,0.0,0.0,0.16,0.0
All Social Networks,0.55,0.0,0.0,0.16,0.0
Snapchat,0.55,0.0,0.33,0.16,0.0
Social network all in one 2018,0.55,0.0,0.0,0.16,0.0
Pinterest,0.55,0.0,0.33,0.16,0.0
TextNow - free text + calls,0.55,0.0,0.0,0.16,0.0
Google+,0.55,0.0,0.33,0.16,0.0
The Messenger App,0.55,0.0,0.0,0.16,0.0
Messenger Pro,0.55,0.0,0.0,0.16,0.0
"Free Messages, Video, Chat,Text for Messenger Plus",0.55,0.0,0.33,0.16,0.0
Telegram X,0.55,0.0,0.33,0.16,0.0
The Video Messenger App,0.55,0.0,0.0,0.16,0.0
Who Viewed My Facebook Profile - Stalkers Visitors,0.55,0.0,0.0,0.16,0.0
"Hide Something - Photo, Video",0.55,0.0,0.0,0.16,0.0
Love Sticker,0.55,0.0,0.0,0.16,0.0
Web Browser & Fast Explorer,0.55,0.0,0.0,0.16,0.0
"LiveMe - Video chat, new friends, and make money",0.55,0.0,0.33,0.16,0.0
VidStatus app - Status Videos & Status Downloader,0.55,0.0,0.33,0.16,0.0
Love Images,0.55,0.0,0.0,0.16,0.0
Web Browser ( Fast & Secure Web Explorer),0.55,0.0,0.0,0.16,0.0
Golden telegram,0.55,0.0,0.0,0.16,0.0
Amino: Communities and Chats,0.55,0.0,0.33,0.16,0.0
Facebook Local,0.55,0.0,0.33,0.16,0.0
MobilePatrol Public Safety App,0.55,0.0,0.67,0.16,0.0
"💘 WhatsLov: Smileys of love, stickers and GIF",0.55,0.0,0.0,0.16,0.0
Phone Tracker : Family Locator,0.55,0.0,0.0,0.16,0.0
Quora,0.55,0.0,0.33,0.16,0.0
Kate Mobile for VK,0.55,0.0,0.33,0.16,0.0
Family GPS tracker KidControl + GPS by SMS Locator,0.55,0.0,0.0,0.16,0.0
LinkedIn,0.55,0.0,0.0,0.16,0.0
Moment,0.55,0.0,0.33,0.16,0.0
"Text Me: Text Free, Call Free, Second Phone Number",0.55,0.0,0.0,0.16,0.0
Meetup,0.55,0.0,0.33,0.16,0.0
Text Free: WiFi Calling App,0.55,0.0,0.0,0.16,0.0
Text free - Free Text + Call,0.55,0.0,0.0,0.16,0.0
textPlus: Free Text & Calls,0.55,0.0,0.0,0.16,0.0
"Free phone calls, free texting SMS on free number",0.55,0.0,0.0,0.16,0.0
"ooVoo Video Calls, Messaging & Stories",0.55,0.0,0.0,0.16,0.0
Whisper,0.55,0.0,0.33,0.16,0.0
Bloglovin',0.55,0.0,0.0,0.16,0.0
Blogaway for Android (Blogger),0.55,0.0,0.33,0.16,0.0
TwitCasting Live,0.55,0.0,0.33,0.16,0.0
Stream - Live Video Community,0.55,0.0,0.33,0.16,0.0
YouNow: Live Stream Video Chat,0.55,0.0,0.33,0.16,0.0
Mirrativ: Live Stream Any App,0.55,0.0,0.33,0.16,0.0
Nextdoor - Local neighborhood news & classifieds,0.55,0.0,0.33,0.16,0.0
Banjo,0.55,0.0,0.0,0.16,0.0
We Heart It,0.55,0.0,0.33,0.16,0.0
Timehop,0.55,0.0,0.33,0.16,0.0
Path,0.55,0.0,0.33,0.16,0.0
Couple - Relationship App,0.55,0.0,0.0,0.16,0.0
Zello PTT Walkie Talkie,0.55,0.0,0.0,0.16,0.0
magicApp Calling & Messaging,0.55,0.0,0.0,0.16,0.0
uCiC- Videos and Photos on demand,0.55,0.0,0.33,0.16,0.0
Amazon for Tablets,0.52,0.0,0.33,0.15,0.0
Wish - Shopping Made Fun,0.52,0.0,0.0,0.15,0.0
OfferUp - Buy. Sell. Offer Up,0.52,0.0,0.0,0.15,0.0
Shopee - No. 1 Online Shopping,0.52,0.0,0.0,0.15,0.0
Shopee: No.1 Online Shopping,0.52,0.0,0.0,0.15,0.0
Kroger,0.52,0.0,0.0,0.15,0.0
"AliExpress - Smarter Shopping, Better Living",0.52,0.0,0.33,0.15,0.0
Walmart,0.52,0.0,0.0,0.15,0.0
eBay: Buy & Sell this Summer - Discover Deals Now!,0.52,0.0,0.33,0.15,0.0
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",0.52,0.0,0.33,0.15,0.0
Amazon Shopping,0.52,0.0,0.33,0.15,0.0
Lazada - Online Shopping & Deals,0.52,0.0,0.0,0.15,0.0
OLX - Buy and Sell,0.52,0.0,0.0,0.15,0.0
The wall,0.52,0.0,0.0,0.15,0.0
Flipp - Weekly Shopping,0.52,0.0,0.0,0.15,0.0
"Shrimp skin shopping: spend less, buy better",0.52,0.0,0.0,0.15,0.0
Lotte Home Shopping LOTTE Homeshopping,0.52,0.0,0.0,0.15,0.0
"Horn, free country requirements",0.52,0.0,0.0,0.15,0.0
Jiji.ng,0.52,0.0,0.0,0.15,0.0
GS SHOP,0.52,0.0,0.0,0.15,0.0
The birth,0.52,0.0,0.33,0.15,0.0
CJmall,0.52,0.0,0.0,0.15,0.0
Home & Shopping - Only in apps. 10% off + 10% off,0.52,0.0,0.0,0.15,0.0
EHS Dongsen Shopping,0.52,0.0,0.33,0.15,0.0
bigbasket - online grocery,0.52,0.0,0.0,0.15,0.0
Bukalapak - Buy and Sell Online,0.52,0.0,0.0,0.15,0.0
Life market,0.52,0.0,0.0,0.15,0.0
Jabong Online Shopping App,0.52,0.0,0.0,0.15,0.0
Family Dollar,0.52,0.0,0.0,0.15,0.0
Jumia online shopping,0.52,0.0,0.33,0.15,0.0
Mercado Libre: Find your favorite brands,0.52,0.0,0.0,0.15,0.0
"Carousell: Snap-Sell, Chat-Buy",0.52,0.0,0.33,0.15,0.0
Blibli.com Online Shopping,0.52,0.0,0.0,0.15,0.0
"Club Factory Everything, Unbeaten Price",0.52,0.0,0.0,0.15,0.0
"Real Estate, Car, Shopping and Others",0.52,0.0,0.0,0.15,0.0
ZALORA Fashion Shopping,0.52,0.0,0.0,0.15,0.0
Magazine Luiza Online Shopping,0.52,0.0,0.0,0.15,0.0
ROMWE - Women's Fashion,0.52,0.0,0.0,0.15,0.0
Buscapé - Offers and discounts,0.52,0.0,0.0,0.15,0.0
Myntra Online Shopping App,0.52,0.0,0.0,0.15,0.0
11st,0.52,0.0,0.0,0.15,0.0
Coupang,0.52,0.0,0.0,0.15,0.0
Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),0.52,0.0,0.0,0.15,0.0
Target - now with Cartwheel,0.52,0.0,0.0,0.15,0.0
Flipkart Online Shopping App,0.52,0.0,0.33,0.15,0.0
Sam's Club: Wholesale Shopping & Instant Savings,0.52,0.0,0.0,0.15,0.0
Chilindo,0.52,0.0,0.0,0.15,0.0
Rossmann PL,0.52,0.0,0.0,0.15,0.0
"Jingdong - pick good things, go to Jingdong",0.52,0.0,0.33,0.15,0.0
CheckPoints 🏆 Rewards App,0.52,0.0,0.0,0.15,0.0
Extreme Coupon Finder,0.52,0.0,0.0,0.15,0.0
SnipSnap Coupon App,0.52,0.0,0.0,0.15,0.0
Checkout 51: Grocery coupons,0.52,0.0,0.0,0.15,0.0
Coupon Sherpa,0.52,0.0,0.0,0.15,0.0
Gyft - Mobile Gift Card Wallet,0.52,0.0,0.0,0.15,0.0
SavingStar - Grocery Coupons,0.52,0.0,0.0,0.15,0.0
The Coupons App,0.52,0.0,0.0,0.15,0.0
"Shopkick: Free Gift Cards, Shop Rewards & Deals",0.52,0.0,0.0,0.15,0.0
Key Ring: Cards Coupon & Sales,0.52,0.0,0.0,0.15,0.0
"Ibotta: Cash Back Savings, Rewards & Coupons App",0.52,0.0,0.0,0.15,0.0
"RetailMeNot - Coupons, Deals & Discount Shopping",0.52,0.0,0.0,0.15,0.0
"Groupon - Shop Deals, Discounts & Coupons",0.52,0.0,0.33,0.15,0.0
"Kohl's: Scan, Shop, Pay & Save",0.52,0.0,0.0,0.15,0.0
Stocard - Rewards Cards Wallet,0.52,0.0,0.0,0.15,0.0
Nike,0.52,0.0,0.0,0.15,0.0
Poshmark - Buy & Sell Fashion,0.52,0.0,0.0,0.15,0.0
Mercari: The Selling App,0.52,0.0,0.0,0.15,0.0
Blidz - Hunt Free Deals On Trending Items!,0.52,0.0,0.0,0.15,0.0
"Shopular: Coupons, Weekly Ads & Shopping Deals",0.52,0.0,0.0,0.15,0.0
LivingSocial - Local Deals,0.52,0.0,0.0,0.15,0.0
Coupons.com – Grocery Coupons & Cash Back Savings,0.52,0.0,0.0,0.15,0.0
"Ebates: Cash Back, Coupons, Rewards & Savings",0.52,0.0,0.0,0.15,0.0
FidMe Loyalty Cards & Deals at Grocery Supermarket,0.52,0.0,0.0,0.15,0.0
Ratings by Consumer Reports,0.52,0.0,0.0,0.15,0.0
HauteLook,0.52,0.0,0.0,0.15,0.0
Nordstrom,0.52,0.0,0.0,0.15,0.0
Modcloth – Unique Indie Women's Fashion & Style,0.52,0.0,0.0,0.15,0.0
Fancy,0.52,0.0,0.33,0.15,0.0
"Twice: Buy, Sell Clothing",0.52,0.0,0.0,0.15,0.0
Slice: Package Tracker,0.52,0.0,0.0,0.15,0.0
LightInTheBox Online Shopping,0.52,0.0,0.33,0.15,0.0
Best Buy,0.52,0.0,0.0,0.15,0.0
JackThreads: Men's Shopping,0.52,0.0,0.33,0.15,0.0
zulily - Shop Daily Deals in Fashion and Home,0.52,0.0,0.0,0.15,0.0
MiniInTheBox Online Shopping,0.52,0.0,0.0,0.15,0.0
Zappos – Shoe shopping made simple,0.52,0.0,0.0,0.15,0.0
Urban Outfitters,0.52,0.0,0.33,0.15,0.0
Tophatter - 90 Second Auctions,0.52,0.0,0.0,0.15,0.0
Shopfully - Weekly Ads & Deals,0.52,0.0,0.0,0.15,0.0
Slickdeals: Coupons & Shopping,0.52,0.0,0.0,0.15,0.0
Wanelo Shopping,0.52,0.0,0.0,0.15,0.0
Etsy: Handmade & Vintage Goods,0.52,0.0,0.33,0.15,0.0
ASOS,0.52,0.0,0.0,0.15,0.0
"Overstock – Home Decor, Furniture Shopping",0.52,0.0,0.33,0.15,0.0
Find&Save - Local Shopping,0.52,0.0,0.0,0.15,0.0
Receipt Hog - Receipts to Cash,0.52,0.0,0.33,0.15,0.0
ShopSavvy Barcode & QR Scanner,0.52,0.0,0.0,0.15,0.0
"Savory - Deals,Freebies,Sales",0.52,0.0,0.0,0.15,0.0
Newegg Mobile,0.52,0.0,0.0,0.15,0.0
REI – Shop Outdoor Gear,0.52,0.0,0.0,0.15,0.0
The Home Depot,0.52,0.0,0.0,0.15,0.0
Boxed Wholesale,0.52,0.0,0.0,0.15,0.0
La La-Shop Designer Brands Street,0.52,0.0,0.0,0.15,0.0
TouchNote: Cards & Gifts,0.39,0.0,0.0,0.1,0.0
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",0.39,0.0,0.0,0.1,0.0
FreePrints – Free Photos Delivered,0.39,0.0,0.0,0.1,0.0
Groovebook Photo Books & Gifts,0.39,0.0,0.0,0.1,0.0
"Moony Lab - Print Photos, Books & Magnets ™",0.39,0.0,0.0,0.1,0.0
"LALALAB prints your photos, photobooks and magnets",0.39,0.0,0.0,0.1,0.0
Snapfish,0.39,0.0,0.0,0.1,0.0
Google Photos,0.39,0.0,0.0,0.1,0.0
Motorola Camera,0.39,0.0,0.0,0.1,0.0
HD Camera - Best Cam with filters & panorama,0.39,0.0,0.0,0.1,0.0
"Face Filter, Selfie Editor - Sweet Camera",0.39,0.0,0.0,0.1,0.0
LightX Photo Editor & Photo Effects,0.39,0.0,0.0,0.1,0.0
"Sweet Snap - live filter, Selfie photo edit",0.39,0.0,0.0,0.1,0.0
Adobe Photoshop Express:Photo Editor Collage Maker,0.39,0.0,0.0,0.1,0.0
HD Camera - Quick Snap Photo & Video,0.39,0.0,0.0,0.1,0.0
B612 - Beauty & Filter Camera,0.39,0.0,0.0,0.1,0.0
Waterfall Photo Frames,0.39,0.0,0.0,0.1,0.0
Photo frame,0.39,0.0,0.0,0.1,0.0
Huji Cam,0.39,0.0,0.0,0.1,0.0
Unicorn Photo,0.39,0.0,0.0,0.1,0.0
HD Camera,0.39,0.0,0.0,0.1,0.0
Makeup Photo Editor: Makeup Camera & Makeup Editor,0.39,0.0,0.0,0.1,0.0
Moto Photo Editor,0.39,0.0,0.0,0.1,0.0
InstaBeauty -Makeup Selfie Cam,0.39,0.0,0.0,0.1,0.0
Garden Photo Frames - Garden Photo Editor,0.39,0.0,0.0,0.1,0.0
Photo Frame,0.39,0.0,0.0,0.1,0.0
Camera360 Lite - Selfie Camera,0.39,0.0,0.0,0.1,0.0
Selfie Camera - Photo Editor & Filter & Sticker,0.39,0.0,0.0,0.1,0.0
"Sweet Snap Lite - live filter, Selfie photo editor",0.39,0.0,0.0,0.1,0.0
"Selfie Camera: Beauty Camera, Photo Editor,Collage",0.39,0.0,0.0,0.1,0.0
Night Photo Frame,0.39,0.0,0.0,0.1,0.0
YouCam Makeup - Magic Selfie Makeovers,0.39,0.0,0.0,0.1,0.0
Selfie Photo Editor,0.39,0.0,0.0,0.1,0.0
BeautyPlus - Easy Photo Editor & Selfie Camera,0.39,0.0,0.0,0.1,0.0
ASUS Gallery,0.39,0.0,0.0,0.1,0.0
My Photo Keyboard,0.39,0.0,0.0,0.1,0.0
Kids Photo Frames,0.39,0.0,0.0,0.1,0.0
Pencil Photo Sketch-Sketching Drawing Photo Editor,0.39,0.0,0.0,0.1,0.0
"Pretty Makeup, Beauty Photo Editor & Snappy Camera",0.39,0.0,0.0,0.1,0.0
Photo Collage - Layout Editor,0.39,0.0,0.0,0.1,0.0
DSLR Camera Hd Ultra Professional,0.39,0.0,0.0,0.1,0.0
Snap Cat Face Camera,0.39,0.0,0.0,0.1,0.0
Silent Camera [High Quality],0.39,0.0,0.0,0.1,0.0
"Sweet Camera - Selfie Filters, Beauty Camera",0.39,0.0,0.0,0.1,0.0
Photo Frames,0.39,0.0,0.0,0.1,0.0
"Sweet Selfie - selfie camera, beauty cam, photo edit",0.39,0.0,0.0,0.1,0.0
"Candy selfie - photo editor, live filter camera",0.39,0.0,0.0,0.1,0.0
YouCam Perfect - Selfie Photo Editor,0.39,0.0,0.0,0.1,0.0
Open Camera,0.39,0.0,0.0,0.1,0.0
Beauty Makeup – Photo Makeover,0.39,0.0,0.0,0.1,0.0
Blur Image Background Editor (Blur Photo Editor),0.39,0.0,0.0,0.1,0.0
Muzy - Share photos & collages,0.39,0.0,0.33,0.1,0.0
QuickPic - Photo Gallery with Google Drive Support,0.39,0.0,0.0,0.1,0.0
Camera for Android,0.39,0.0,0.0,0.1,0.0
Photo Editor Selfie Camera Filter & Mirror Image,0.39,0.0,0.0,0.1,0.0
Photo Mixer,0.39,0.0,0.0,0.1,0.0
Photo Editor-,0.39,0.0,0.0,0.1,0.0
"Cymera Camera- Photo Editor, Filter,Collage,Layout",0.39,0.0,0.0,0.1,0.0
Wondershare PowerCam,0.39,0.0,0.0,0.1,0.0
love,0.39,0.0,0.0,0.1,0.0
LINE Camera - Photo editor,0.39,0.0,0.0,0.1,0.0
InstaSize Photo Filters & Collage Editor,0.39,0.0,0.0,0.1,0.0
"KVAD Camera +: Selfie, Photo Filter, Grids",0.39,0.0,0.0,0.1,0.0
"Candy Camera - selfie, beauty camera, photo editor",0.39,0.0,0.0,0.1,0.0
Photo Editor,0.39,0.0,0.0,0.1,0.0
Camera51 - a smarter camera,0.39,0.0,0.0,0.1,0.0
InstaCam - Camera for Selfie,0.39,0.0,0.0,0.1,0.0
"Phogy, 3D Camera",0.39,0.0,0.0,0.1,0.0
Sweet Camera,0.39,0.0,0.0,0.1,0.0
Camera360: Selfie Photo Editor with Funny Sticker,0.39,0.0,0.0,0.1,0.0
RetroSelfie - Selfie Editor,0.39,0.0,0.0,0.1,0.0
Mega Photo,0.39,0.0,0.0,0.1,0.0
Blur Image Background,0.39,0.0,0.0,0.1,0.0
MIX by Camera360,0.39,0.0,0.0,0.1,0.0
Facetune - For Free,0.39,1.0,0.0,0.1,0.014975
SuperPhoto - Effects & Filters,0.39,0.0,0.0,0.1,0.0
Camera FV-5 Lite,0.39,0.0,0.0,0.1,0.0
HD Camera Ultra,0.39,0.0,0.0,0.1,0.0
Cameringo Lite. Filters Camera,0.39,0.0,0.0,0.1,0.0
Camera ZOOM FX - FREE,0.39,0.0,0.0,0.1,0.0
HD Camera Pro for Android,0.39,0.0,0.0,0.1,0.0
HD Camera for Android,0.39,0.0,0.0,0.1,0.0
GoPro (formerly Capture),0.39,0.0,0.0,0.1,0.0
Photo Editor Pro,0.39,0.0,0.0,0.1,0.0
Beauty Makeup Snappy Collage Photo Editor - Lidow,0.39,0.0,0.0,0.1,0.0
Samsung SMART CAMERA App,0.39,0.0,0.0,0.1,0.0
Square InPic - Photo Editor & Collage Maker,0.39,0.0,0.0,0.1,0.0
"High-Speed Camera (GIF,Burst)",0.39,0.0,0.0,0.1,0.0
Camera MX - Free Photo & Video Camera,0.39,0.0,0.0,0.1,0.0
Lapse It • Time Lapse • Pro,0.39,1.0,0.0,0.1,0.007475
EyeEm - Camera & Photo Filter,0.39,0.0,0.0,0.1,0.0
Retrica,0.39,0.0,0.0,0.1,0.0
VSCO,0.39,0.0,0.0,0.1,0.0
Camera FV-5,0.39,1.0,0.0,0.1,0.009875
PhotoWonder: Pro Beauty Photo Editor Collage Maker,0.39,0.0,0.33,0.1,0.0
Photo Effects Pro,0.39,0.0,0.0,0.1,0.0
No Crop & Square for Instagram,0.39,0.0,0.0,0.1,0.0
Picture Grid Builder,0.39,0.0,0.0,0.1,0.0
Photo Studio,0.39,0.0,0.0,0.1,0.0
FilterGrid - Cam&Photo Editor,0.39,0.0,0.0,0.1,0.0
Mirror Photo:Editor Collage (HD),0.39,0.0,0.0,0.1,0.0
Pic Stitch - #1 Collage Maker,0.39,0.0,0.0,0.1,0.0
PhotoDirector Photo Editor App,0.39,0.0,0.0,0.1,0.0
Pic Collage - Photo Editor,0.39,0.0,0.0,0.1,0.0
Photo Editor by Aviary,0.39,0.0,0.0,0.1,0.0
"Video Editor Music,Cut,No Crop",0.39,0.0,0.0,0.1,0.0
Pixlr – Free Photo Editor,0.39,0.0,0.0,0.1,0.0
Photo Collage Maker,0.39,0.0,0.0,0.1,0.0
PicsArt Photo Studio: Collage Maker & Pic Editor,0.39,0.0,0.33,0.1,0.0
Photo Collage Editor,0.39,0.0,0.0,0.1,0.0
Color Touch Effects,0.39,0.0,0.0,0.1,0.0
"PhotoGrid: Video & Pic Collage Maker, Photo Editor",0.39,0.0,0.0,0.1,0.0
Pixgram- video photo slideshow,0.39,0.0,0.0,0.1,0.0
Fotor Photo Editor - Photo Collage & Photo Effects,0.39,0.0,0.0,0.1,0.0
Snapseed,0.39,0.0,0.0,0.1,0.0
Font Studio- Photo Texts Image,0.39,0.0,0.0,0.1,0.0
Add Text To Photo,0.39,0.0,0.0,0.1,0.0
Phonto - Text on Photos,0.39,0.0,0.0,0.1,0.0
Collage&Add Stickers papelook,0.39,0.0,0.0,0.1,0.0
Photo Collage - InstaMag,0.39,0.0,0.0,0.1,0.0
"Meitu – Beauty Cam, Easy Photo Editor",0.39,0.0,0.0,0.1,0.0
ESPN,0.29,0.0,0.67,0.08,0.0
Free Sports TV,0.29,0.0,0.0,0.08,0.0
LiveScore: Live Sport Updates,0.29,0.0,0.0,0.08,0.0
MLB At Bat,0.29,0.0,0.0,0.08,0.0
NFL,0.29,0.0,0.0,0.08,0.0
"theScore: Live Sports Scores, News, Stats & Videos",0.29,0.0,0.67,0.08,0.0
Onefootball - Soccer Scores,0.29,0.0,0.0,0.08,0.0
Cristiano Ronaldo Wallpaper,0.29,0.0,0.0,0.08,0.0
"FIFA - Tournaments, Soccer News & Live Scores",0.29,0.0,0.0,0.08,0.0
Futbol24,0.29,0.0,0.0,0.08,0.0
kicker football news,0.29,0.0,0.0,0.08,0.0
Football Live Scores,0.29,0.0,0.0,0.08,0.0
Pro 2018 - Series A and B,0.29,0.0,0.0,0.08,0.0
BeSoccer - Soccer Live Score,0.29,0.0,0.0,0.08,0.0
FotMob - Live Soccer Scores,0.29,0.0,0.0,0.08,0.0
"CBS Sports App - Scores, News, Stats & Watch Live",0.29,0.0,0.0,0.08,0.0
"The Team - Live Sport: football, tennis, rugby ..",0.29,0.0,0.0,0.08,0.0
MARCA - Sports Leader Diary,0.29,0.0,0.0,0.08,0.0
Sahadan Live Scores,0.29,0.0,0.0,0.08,0.0
BBC Sport,0.29,0.0,0.0,0.08,0.0
"Foot Mercato: transfers, results, news, live",0.29,0.0,0.0,0.08,0.0
All Football - Latest News & Videos,0.29,0.0,0.0,0.08,0.0
Premier League - Official App,0.29,0.0,0.0,0.08,0.0
Eurosport,0.29,0.0,0.0,0.08,0.0
beIN SPORTS TR,0.29,0.0,0.0,0.08,0.0
ESPN Fantasy Sports,0.29,0.0,0.0,0.08,0.0
"All Football GO- Live Score, Games",0.29,0.0,0.0,0.08,0.0
Top Mercato: football news,0.29,0.0,0.0,0.08,0.0
GollerCepte Live Score,0.29,0.0,0.0,0.08,0.0
Championat,0.29,0.0,0.0,0.08,0.0
"Bleacher Report: sports news, scores, & highlights",0.29,0.0,0.67,0.08,0.0
Hovercraft Racer,0.29,0.0,0.0,0.08,0.0
World Cup 2018,0.29,0.0,0.33,0.08,0.0
GollerCepte 1903,0.29,0.0,0.0,0.08,0.0
League18,0.29,0.0,0.0,0.08,0.0
Speed Boat Racing,0.29,0.0,0.0,0.08,0.0
La Liga - Spanish Soccer League Official,0.29,0.0,0.0,0.08,0.0
Lionel Messi Wallpapers,0.29,0.0,0.0,0.08,0.0
Goal Live Scores,0.29,0.0,0.0,0.08,0.0
The 5th Stand,0.29,0.0,0.0,0.08,0.0
NUsport,0.29,0.0,0.0,0.08,0.0
U + professional baseball,0.29,0.0,0.0,0.08,0.0
Mackolik Live Results,0.29,0.0,0.0,0.08,0.0
Mercato foot by Maxifoot,0.29,0.0,0.0,0.08,0.0
MLB Ballpark,0.29,0.0,0.0,0.08,0.0
MUTV - Manchester United TV,0.29,0.0,0.0,0.08,0.0
"Hole19: Golf GPS App, Rangefinder & Scorecard",0.29,0.0,0.0,0.08,0.0
WatchESPN,0.29,0.0,0.0,0.08,0.0
CBS Sports Fantasy,0.29,0.0,0.0,0.08,0.0
NBC Sports,0.29,0.0,0.0,0.08,0.0
NBC Sports Gold,0.29,0.0,0.0,0.08,0.0
UFC,0.29,0.0,0.33,0.08,0.0
Telemundo Deportes - Live,0.29,0.0,0.0,0.08,0.0
SwingAid - Level up Golf,0.29,0.0,0.0,0.08,0.0
Golf Channel,0.29,0.0,0.0,0.08,0.0
The Rules of Golf,0.29,0.0,0.0,0.08,0.0
"GolfNow: Tee Time Deals at Golf Courses, Golf GPS",0.29,0.0,0.0,0.08,0.0
Golf GPS by SwingxSwing,0.29,0.0,0.0,0.08,0.0
Zepp Golf Swing Analyzer,0.29,0.0,0.0,0.08,0.0
Live Golf Scores - US & European Golf,0.29,0.0,0.67,0.08,0.0
Golfshot: Golf GPS + Tee Times,0.29,0.0,0.0,0.08,0.0
PGA TOUR LIVE,0.29,0.0,0.0,0.08,0.0
Golf GPS Rangefinder: Golf Pad,0.29,0.0,0.0,0.08,0.0
Mobitee GPS Golf Free,0.29,0.0,0.0,0.08,0.0
GolfLogix GPS + Putt Breaks,0.29,0.0,0.0,0.08,0.0
Golfshot Plus: Golf GPS,0.29,1.0,0.0,0.08,0.074975
PGA TOUR,0.29,0.0,0.0,0.08,0.0
Fantasy Football Manager (FPL),0.29,0.0,0.0,0.08,0.0
Fantasy Football,0.29,0.0,0.0,0.08,0.0
US Open Tennis Championships 2018,0.29,0.0,0.0,0.08,0.0
Live Tennis Rankings / LTR,0.29,0.0,0.0,0.08,0.0
Tennis Livescore Widget,0.29,0.0,0.0,0.08,0.0
Tennis Temple - Live Scores,0.29,0.0,0.0,0.08,0.0
"The Championships, Wimbledon 2018",0.29,0.0,0.0,0.08,0.0
Tennis 24 - tennis live scores,0.29,0.0,0.0,0.08,0.0
"Yahoo Sports - scores, stats, news, & highlights",0.29,0.0,0.0,0.08,0.0
